LShankACCX,LShankACCY,LShankACCZ,LShankGYROX,LShankGYROY,LShankGYROZ,RShankACCX,RShankACCY,RShankACCZ,RShankGYROX,RShankGYROY,RShankGYROZ,WaistACCX,WaistACCY,WaistACCZ,WaistGYROX,WaistGYROY,WaistGYROZ,ArmACCX,ArmACCY,ArmACCZ,ArmGYROX,ArmGYROY,ArmGYROZ,SC
7773,-770,-3478,-113,-11,-2,7773,-770,-3478,-113,-11,-2,-650,5346,5968,56,62,19,-650,5346,5968,56,62,19,1621
7763,-771,-3456,-113,-10,-3,7763,-771,-3456,-113,-10,-3,-649,5356,5953,56,57,6,-649,5356,5953,56,57,6,1625
7775,-782,-3457,-114,-13,0,7775,-782,-3457,-114,-13,0,-632,5343,5993,55,62,4,-632,5343,5993,55,62,4,1618
7745,-750,-3442,-101,-17,-6,7745,-750,-3442,-101,-17,-6,-669,5368,5948,43,64,4,-669,5368,5948,43,64,4,1620
7777,-776,-3436,-115,-10,-6,7777,-776,-3436,-115,-10,-6,-639,5376,5943,52,27,19,-639,5376,5943,52,27,19,1613
7750,-770,-3485,-108,-15,-4,7750,-770,-3485,-108,-15,-4,-642,5380,5972,68,76,-7,-642,5380,5972,68,76,-7,1616
7755,-752,-3455,-109,-14,-4,7755,-752,-3455,-109,-14,-4,-621,5370,5950,26,38,28,-621,5370,5950,26,38,28,1620
7779,-731,-3450,-112,-8,-1,7779,-731,-3450,-112,-8,-1,-630,5371,5963,50,29,14,-630,5371,5963,50,29,14,1614
7771,-761,-3450,-110,-12,-4,7771,-761,-3450,-110,-12,-4,-667,5358,5955,46,56,13,-667,5358,5955,46,56,13,1621
7789,-760,-3470,-103,-13,-4,7789,-760,-3470,-103,-13,-4,-602,5372,5958,53,41,18,-602,5372,5958,53,41,18,1614
7752,-765,-3438,-112,-10,-1,7752,-765,-3438,-112,-10,-1,-641,5349,5964,32,54,19,-641,5349,5964,32,54,19,1620
7770,-769,-3487,-113,-11,-4,7770,-769,-3487,-113,-11,-4,-656,5375,5957,50,27,9,-656,5375,5957,50,27,9,1621
7751,-765,-3450,-106,-13,-4,7751,-765,-3450,-106,-13,-4,-639,5323,5905,59,55,12,-639,5323,5905,59,55,12,1611
7768,-764,-3479,-110,-14,-3,7768,-764,-3479,-110,-14,-3,-671,5362,5961,46,53,19,-671,5362,5961,46,53,19,1622
7749,-763,-3454,-111,-11,-2,7749,-763,-3454,-111,-11,-2,-631,5369,5932,70,74,-16,-631,5369,5932,70,74,-16,1618
7787,-776,-3468,-108,-12,-4,7787,-776,-3468,-108,-12,-4,-700,5279,5938,34,44,13,-700,5279,5938,34,44,13,1621
7763,-774,-3473,-116,-11,-5,7763,-774,-3473,-116,-11,-5,-681,5364,5988,46,48,9,-681,5364,5988,46,48,9,1621
7755,-772,-3454,-106,-13,-3,7755,-772,-3454,-106,-13,-3,-633,5338,5945,73,59,-3,-633,5338,5945,73,59,-3,1620
7768,-764,-3407,-107,-14,-2,7768,-764,-3407,-107,-14,-2,-622,5363,5982,53,33,14,-622,5363,5982,53,33,14,1613
7757,-763,-3439,-113,-10,-4,7757,-763,-3439,-113,-10,-4,-620,5426,5937,46,64,13,-620,5426,5937,46,64,13,1615
7761,-751,-3444,-108,-14,-2,7761,-751,-3444,-108,-14,-2,-644,5353,5908,68,53,-2,-644,5353,5908,68,53,-2,1620
7750,-762,-3441,-113,-9,-2,7750,-762,-3441,-113,-9,-2,-643,5357,5959,34,54,19,-643,5357,5959,34,54,19,1620
7764,-758,-3406,-110,-13,-4,7764,-758,-3406,-110,-13,-4,-613,5298,5947,54,64,4,-613,5298,5947,54,64,4,1620
7763,-799,-3490,-110,-12,-5,7763,-799,-3490,-110,-12,-5,-625,5402,5950,73,59,-3,-625,5402,5950,73,59,-3,1620
7765,-756,-3456,-111,-8,-3,7765,-756,-3456,-111,-8,-3,-609,5372,5948,56,30,2,-609,5372,5948,56,30,2,1619
7762,-782,-3453,-111,-12,-2,7762,-782,-3453,-111,-12,-2,-615,5353,5991,53,61,6,-615,5353,5991,53,61,6,1618
7770,-779,-3468,-117,-9,-2,7770,-779,-3468,-117,-9,-2,-660,5379,5941,45,48,10,-660,5379,5941,45,48,10,1622
7744,-773,-3429,-113,-12,-2,7744,-773,-3429,-113,-12,-2,-647,5394,6009,65,62,4,-647,5394,6009,65,62,4,1614
7762,-752,-3477,-112,-9,0,7762,-752,-3477,-112,-9,0,-692,5383,5955,58,54,-1,-692,5383,5955,58,54,-1,1621
7772,-744,-3503,-106,-12,-4,7772,-744,-3503,-106,-12,-4,-676,5359,5940,40,51,13,-676,5359,5940,40,51,13,1622
7776,-775,-3451,-106,-13,-5,7776,-775,-3451,-106,-13,-5,-661,5356,5965,64,43,1,-661,5356,5965,64,43,1,1621
7753,-783,-3472,-111,-10,-6,7753,-783,-3472,-111,-10,-6,-665,5377,5995,51,51,7,-665,5377,5995,51,51,7,1624
7787,-782,-3438,-112,-10,-4,7787,-782,-3438,-112,-10,-4,-645,5389,5905,50,56,-1,-645,5389,5905,50,56,-1,1622
7746,-760,-3447,-110,-11,-2,7746,-760,-3447,-110,-11,-2,-623,5381,5938,28,40,25,-623,5381,5938,28,40,25,1617
7775,-776,-3455,-114,-11,-3,7775,-776,-3455,-114,-11,-3,-632,5320,5980,58,55,12,-632,5320,5980,58,55,12,1611
7767,-778,-3433,-114,-11,-1,7767,-778,-3433,-114,-11,-1,-629,5316,5993,34,38,15,-629,5316,5993,34,38,15,1621
7766,-751,-3456,-107,-14,-4,7766,-751,-3456,-107,-14,-4,-601,5320,5926,71,64,-3,-601,5320,5926,71,64,-3,1618
7790,-773,-3449,-105,-12,-4,7790,-773,-3449,-105,-12,-4,-652,5415,6015,65,68,-1,-652,5415,6015,65,68,-1,1619
7772,-770,-3476,-112,-15,-2,7772,-770,-3476,-112,-15,-2,-653,5404,5994,34,50,16,-653,5404,5994,34,50,16,1620
7763,-747,-3455,-109,-12,-3,7763,-747,-3455,-109,-12,-3,-659,5369,6006,22,58,38,-659,5369,6006,22,58,38,1615
7776,-788,-3456,-106,-14,-6,7776,-788,-3456,-106,-14,-6,-636,5346,5970,64,71,-2,-636,5346,5970,64,71,-2,1616
7776,-717,-3480,-110,-14,-5,7776,-717,-3480,-110,-14,-5,-604,5327,5913,49,33,3,-604,5327,5913,49,33,3,1612
7797,-788,-3450,-112,-10,-3,7797,-788,-3450,-112,-10,-3,-640,5350,5983,53,52,2,-640,5350,5983,53,52,2,1620
7775,-778,-3445,-114,-12,-5,7775,-778,-3445,-114,-12,-5,-651,5343,5973,46,62,15,-651,5343,5973,46,62,15,1620
7743,-781,-3458,-109,-13,-4,7743,-781,-3458,-109,-13,-4,-619,5308,5923,71,45,-2,-619,5308,5923,71,45,-2,1618
7763,-771,-3490,-106,-14,-5,7763,-771,-3490,-106,-14,-5,-674,5298,5928,53,62,13,-674,5298,5928,53,62,13,1624
7752,-753,-3446,-111,-10,-2,7752,-753,-3446,-111,-10,-2,-659,5335,6008,48,55,11,-659,5335,6008,48,55,11,1622
7767,-752,-3446,-112,-12,-4,7767,-752,-3446,-112,-12,-4,-687,5331,5935,45,63,15,-687,5331,5935,45,63,15,1620
7764,-762,-3472,-106,-11,-2,7764,-762,-3472,-106,-11,-2,-659,5323,5941,38,46,22,-659,5323,5941,38,46,22,1622
7742,-772,-3437,-110,-13,-4,7742,-772,-3437,-110,-13,-4,-649,5399,5937,47,55,12,-649,5399,5937,47,55,12,1621
7762,-764,-3430,-106,-11,-5,7762,-764,-3430,-106,-11,-5,-623,5318,5936,68,79,-6,-623,5318,5936,68,79,-6,1616
7782,-766,-3447,-112,-14,-1,7782,-766,-3447,-112,-14,-1,-650,5350,5937,28,53,25,-650,5350,5937,28,53,25,1620
7768,-772,-3429,-110,-11,-4,7768,-772,-3429,-110,-11,-4,-622,5391,5966,57,28,-5,-622,5391,5966,57,28,-5,1612
7779,-779,-3458,-112,-11,-1,7779,-779,-3458,-112,-11,-1,-636,5370,5962,54,56,9,-636,5370,5962,54,56,9,1625
7767,-770,-3465,-111,-13,-3,7767,-770,-3465,-111,-13,-3,-671,5335,5984,49,59,12,-671,5335,5984,49,59,12,1621
7788,-750,-3432,-113,-13,-2,7788,-750,-3432,-113,-13,-2,-632,5386,5944,39,43,19,-632,5386,5944,39,43,19,1617
7780,-762,-3446,-109,-12,-3,7780,-762,-3446,-109,-12,-3,-644,5358,5971,54,65,4,-644,5358,5971,54,65,4,1621
7759,-750,-3477,-110,-12,-2,7759,-750,-3477,-110,-12,-2,-656,5368,5926,43,48,10,-656,5368,5926,43,48,10,1620
7761,-777,-3435,-111,-11,-4,7761,-777,-3435,-111,-11,-4,-656,5353,5951,59,53,5,-656,5353,5951,59,53,5,1625
7761,-760,-3465,-107,-13,-5,7761,-760,-3465,-107,-13,-5,-624,5342,5937,65,56,12,-624,5342,5937,65,56,12,1610
7731,-757,-3474,-112,-12,-2,7731,-757,-3474,-112,-12,-2,-662,5381,5989,48,55,15,-662,5381,5989,48,55,15,1625
7754,-777,-3451,-110,-12,-3,7754,-777,-3451,-110,-12,-3,-631,5322,5945,59,25,1,-631,5322,5945,59,25,1,1612
7777,-759,-3427,-108,-14,-3,7777,-759,-3427,-108,-14,-3,-614,5328,5946,70,68,5,-614,5328,5946,70,68,5,1618
7781,-772,-3434,-107,-13,-3,7781,-772,-3434,-107,-13,-3,-632,5363,5991,70,77,-9,-632,5363,5991,70,77,-9,1619
7768,-780,-3439,-112,-12,-4,7768,-780,-3439,-112,-12,-4,-644,5361,5941,49,55,10,-644,5361,5941,49,55,10,1620
7742,-777,-3476,-112,-11,-4,7742,-777,-3476,-112,-11,-4,-656,5352,5965,56,55,5,-656,5352,5965,56,55,5,1625
7784,-746,-3447,-110,-12,-1,7784,-746,-3447,-110,-12,-1,-607,5363,5936,57,44,1,-607,5363,5936,57,44,1,1615
7765,-745,-3454,-110,-11,-3,7765,-745,-3454,-110,-11,-3,-666,5358,5935,51,51,15,-666,5358,5935,51,51,15,1625
7770,-762,-3482,-110,-12,-2,7770,-762,-3482,-110,-12,-2,-643,5352,5972,28,41,24,-643,5352,5972,28,41,24,1618
7745,-761,-3450,-109,-11,-5,7745,-761,-3450,-109,-11,-5,-640,5298,5966,57,44,3,-640,5298,5966,57,44,3,1618
7720,-763,-3493,-110,-11,-5,7720,-763,-3493,-110,-11,-5,-636,5375,5964,49,50,9,-636,5375,5964,49,50,9,1625
7796,-762,-3502,-110,-11,-4,7796,-762,-3502,-110,-11,-4,-675,5362,5930,45,51,9,-675,5362,5930,45,51,9,1622
7745,-766,-3435,-101,-17,-6,7745,-766,-3435,-101,-17,-6,-607,5376,5948,58,49,18,-607,5376,5948,58,49,18,1614
7784,-745,-3431,-112,-12,-3,7784,-745,-3431,-112,-12,-3,-652,5324,5965,22,46,33,-652,5324,5965,22,46,33,1616
7780,-761,-3464,-113,-9,-5,7780,-761,-3464,-113,-9,-5,-635,5378,5941,76,39,-16,-635,5378,5941,76,39,-16,1621
7762,-748,-3478,-112,-10,-1,7762,-748,-3478,-112,-10,-1,-686,5381,6003,62,56,-2,-686,5381,6003,62,56,-2,1621
7756,-758,-3457,-101,-15,-5,7756,-758,-3457,-101,-15,-5,-600,5383,5920,54,46,19,-600,5383,5920,54,46,19,1614
7780,-737,-3456,-112,-9,0,7780,-737,-3456,-112,-9,0,-626,5367,5964,50,30,14,-626,5367,5964,50,30,14,1614
7762,-774,-3471,-114,-12,-3,7762,-774,-3471,-114,-12,-3,-632,5359,5921,50,35,2,-632,5359,5921,50,35,2,1617
7748,-765,-3440,-100,-16,-6,7748,-765,-3440,-100,-16,-6,-605,5379,5933,56,47,19,-605,5379,5933,56,47,19,1614
7749,-750,-3487,-113,-14,-2,7749,-750,-3487,-113,-14,-2,-661,5331,5925,41,44,8,-661,5331,5925,41,44,8,1622
7743,-757,-3437,-110,-11,-2,7743,-757,-3437,-110,-11,-2,-604,5389,5933,29,40,24,-604,5389,5933,29,40,24,1617
7754,-758,-3438,-111,-11,-4,7754,-758,-3438,-111,-11,-4,-628,5331,5956,45,54,7,-628,5331,5956,45,54,7,1620
7773,-795,-3460,-111,-11,-5,7773,-795,-3460,-111,-11,-5,-660,5360,5947,53,53,0,-660,5360,5947,53,53,0,1620
7789,-775,-3452,-105,-12,-4,7789,-775,-3452,-105,-12,-4,-655,5405,6020,67,71,-4,-655,5405,6020,67,71,-4,1619
7782,-760,-3421,-107,-14,-2,7782,-760,-3421,-107,-14,-2,-635,5307,5971,63,60,16,-635,5307,5971,63,60,16,1621
7761,-767,-3443,-107,-13,-3,7761,-767,-3443,-107,-13,-3,-668,5372,5981,40,46,14,-668,5372,5981,40,46,14,1622
7754,-751,-3496,-101,-17,-7,7754,-751,-3496,-101,-17,-7,-665,5418,5960,46,67,2,-665,5418,5960,46,67,2,1620
7747,-748,-3481,-113,-9,-4,7747,-748,-3481,-113,-9,-4,-670,5330,5970,58,58,2,-670,5330,5970,58,58,2,1623
7765,-759,-3453,-109,-12,-5,7765,-759,-3453,-109,-12,-5,-654,5361,5952,55,36,10,-654,5361,5952,55,36,10,1619
7729,-765,-3427,-111,-12,-1,7729,-765,-3427,-111,-12,-1,-639,5327,5954,50,60,15,-639,5327,5954,50,60,15,1610
7787,-767,-3436,-109,-13,-3,7787,-767,-3436,-109,-13,-3,-633,5363,5934,71,65,-11,-633,5363,5934,71,65,-11,1618
7767,-774,-3449,-108,-13,-4,7767,-774,-3449,-108,-13,-4,-626,5325,5927,32,44,27,-626,5325,5927,32,44,27,1618
7775,-756,-3481,-104,-16,-3,7775,-756,-3481,-104,-16,-3,-668,5341,5956,45,51,7,-668,5341,5956,45,51,7,1624
7767,-742,-3452,-114,-12,-1,7767,-742,-3452,-114,-12,-1,-649,5387,5974,25,67,27,-649,5387,5974,25,67,27,1615
7775,-764,-3454,-106,-9,-3,7775,-764,-3454,-106,-9,-3,-642,5333,5966,54,54,14,-642,5333,5966,54,54,14,1622
7777,-749,-3421,-114,-11,-3,7777,-749,-3421,-114,-11,-3,-619,5409,5936,64,68,-9,-619,5409,5936,64,68,-9,1615
7745,-801,-3443,-108,-15,-4,7745,-801,-3443,-108,-15,-4,-648,5314,5980,62,58,7,-648,5314,5980,62,58,7,1623
7773,-767,-3486,-111,-11,-4,7773,-767,-3486,-111,-11,-4,-656,5371,5948,34,52,19,-656,5371,5948,34,52,19,1622
7780,-737,-3463,-109,-15,-3,7780,-737,-3463,-109,-15,-3,-653,5348,5969,27,53,23,-653,5348,5969,27,53,23,1620
7743,-781,-3465,-114,-14,-3,7743,-781,-3465,-114,-14,-3,-677,5331,5996,41,52,12,-677,5331,5996,41,52,12,1624
7783,-757,-3452,-111,-14,-2,7783,-757,-3452,-111,-14,-2,-650,5352,5945,28,53,25,-650,5352,5945,28,53,25,1620
7753,-754,-3444,-114,-13,-4,7753,-754,-3444,-114,-13,-4,-654,5348,5997,57,45,11,-654,5348,5997,57,45,11,1620
7786,-769,-3456,-111,-10,-1,7786,-769,-3456,-111,-10,-1,-616,5324,5919,55,52,4,-616,5324,5919,55,52,4,1614
7730,-760,-3440,-115,-8,-2,7730,-760,-3440,-115,-8,-2,-644,5352,5972,69,51,12,-644,5352,5972,69,51,12,1620
7748,-793,-3465,-116,-9,-1,7748,-793,-3465,-116,-9,-1,-678,5373,5954,44,48,9,-678,5373,5954,44,48,9,1622
7764,-764,-3466,-113,-10,-3,7764,-764,-3466,-113,-10,-3,-653,5353,5951,54,58,6,-653,5353,5951,54,58,6,1625
7748,-756,-3447,-115,-11,-3,7748,-756,-3447,-115,-11,-3,-650,5383,5935,39,52,20,-650,5383,5935,39,52,20,1620
7771,-744,-3426,-110,-12,-3,7771,-744,-3426,-110,-12,-3,-639,5291,5952,29,46,29,-639,5291,5952,29,46,29,1616
7758,-752,-3446,-108,-15,-2,7758,-752,-3446,-108,-15,-2,-649,5353,5928,52,28,13,-649,5353,5928,52,28,13,1612
7755,-761,-3446,-108,-15,-5,7755,-761,-3446,-108,-15,-5,-669,5372,5965,66,50,7,-669,5372,5965,66,50,7,1620
7752,-773,-3497,-117,-11,-4,7752,-773,-3497,-117,-11,-4,-665,5311,5971,40,43,9,-665,5311,5971,40,43,9,1624
7766,-744,-3413,-109,-13,-2,7766,-744,-3413,-109,-13,-2,-636,5323,5969,45,59,12,-636,5323,5969,45,59,12,1611
7766,-765,-3451,-110,-11,-4,7766,-765,-3451,-110,-11,-4,-644,5358,5944,47,53,13,-644,5358,5944,47,53,13,1625
7752,-759,-3447,-108,-16,-7,7752,-759,-3447,-108,-16,-7,-605,5378,5932,55,50,16,-605,5378,5932,55,50,16,1614
7757,-760,-3461,-112,-12,-2,7757,-760,-3461,-112,-12,-2,-636,5405,5985,56,50,-8,-636,5405,5985,56,50,-8,1615
7761,-762,-3466,-106,-16,-3,7761,-762,-3466,-106,-16,-3,-684,5348,5937,24,51,23,-684,5348,5937,24,51,23,1620
7765,-770,-3436,-115,-11,-4,7765,-770,-3436,-115,-11,-4,-636,5316,5995,63,49,10,-636,5316,5995,63,49,10,1611
7757,-772,-3448,-110,-14,-6,7757,-772,-3448,-110,-14,-6,-631,5334,5918,39,57,22,-631,5334,5918,39,57,22,1620
7772,-784,-3466,-109,-12,-4,7772,-784,-3466,-109,-12,-4,-691,5395,6011,62,38,-6,-691,5395,6011,62,38,-6,1612
7755,-771,-3430,-108,-13,-5,7755,-771,-3430,-108,-13,-5,-661,5353,5965,66,48,3,-661,5353,5965,66,48,3,1611
7745,-755,-3467,-107,-13,-2,7745,-755,-3467,-107,-13,-2,-639,5367,5971,50,44,9,-639,5367,5971,50,44,9,1622
7756,-778,-3472,-109,-11,-2,7756,-778,-3472,-109,-11,-2,-703,5337,5977,45,47,14,-703,5337,5977,45,47,14,1625
7770,-780,-3456,-113,-13,-3,7770,-780,-3456,-113,-13,-3,-622,5352,5980,75,48,-6,-622,5352,5980,75,48,-6,1620
7768,-765,-3442,-109,-13,0,7768,-765,-3442,-109,-13,0,-666,5340,5964,71,55,7,-666,5340,5964,71,55,7,1621
7748,-763,-3499,-117,-10,-4,7748,-763,-3499,-117,-10,-4,-671,5295,5981,40,42,8,-671,5295,5981,40,42,8,1624
7752,-781,-3471,-109,-14,-5,7752,-781,-3471,-109,-14,-5,-640,5389,5931,44,57,13,-640,5389,5931,44,57,13,1622
7747,-772,-3460,-109,-13,-6,7747,-772,-3460,-109,-13,-6,-620,5351,5912,66,51,6,-620,5351,5912,66,51,6,1611
7773,-783,-3444,-114,-12,-5,7773,-783,-3444,-114,-12,-5,-647,5345,5968,48,62,15,-647,5345,5968,48,62,15,1620
7763,-739,-3542,-119,-10,-1,7763,-739,-3542,-119,-10,-1,-628,5357,5939,68,68,-4,-628,5357,5939,68,68,-4,1620
7755,-761,-3449,-111,-11,-4,7755,-761,-3449,-111,-11,-4,-651,5331,5969,45,55,11,-651,5331,5969,45,55,11,1622
7764,-753,-3446,-108,-13,-3,7764,-753,-3446,-108,-13,-3,-666,5345,5946,53,42,3,-666,5345,5946,53,42,3,1625
7773,-756,-3464,-110,-11,-3,7773,-756,-3464,-110,-11,-3,-661,5306,5949,51,62,8,-661,5306,5949,51,62,8,1625
7754,-765,-3474,-109,-13,-3,7754,-765,-3474,-109,-13,-3,-671,5362,5938,46,47,12,-671,5362,5938,46,47,12,1620
7764,-765,-3471,-112,-12,-5,7764,-765,-3471,-112,-12,-5,-667,5370,5941,64,49,6,-667,5370,5941,64,49,6,1625
7765,-782,-3449,-106,-14,-1,7765,-782,-3449,-106,-14,-1,-631,5386,5994,50,44,8,-631,5386,5994,50,44,8,1617
7769,-759,-3472,-108,-13,-3,7769,-759,-3472,-108,-13,-3,-696,5358,5977,49,54,10,-696,5358,5977,49,54,10,1622
7762,-761,-3466,-112,-11,-2,7762,-761,-3466,-112,-11,-2,-655,5356,5942,51,34,16,-655,5356,5942,51,34,16,1621
7738,-754,-3444,-112,-10,-4,7738,-754,-3444,-112,-10,-4,-606,5318,5917,68,64,5,-606,5318,5917,68,64,5,1616
7767,-767,-3461,-108,-15,-2,7767,-767,-3461,-108,-15,-2,-663,5355,5965,54,23,13,-663,5355,5965,54,23,13,1621
7761,-771,-3451,-112,-11,-3,7761,-771,-3451,-112,-11,-3,-616,5386,5933,71,73,-16,-616,5386,5933,71,73,-16,1618
7762,-774,-3451,-108,-13,-3,7762,-774,-3451,-108,-13,-3,-696,5331,5973,50,42,14,-696,5331,5973,50,42,14,1621
7760,-774,-3443,-113,-11,-2,7760,-774,-3443,-113,-11,-2,-652,5371,5977,57,60,14,-652,5371,5977,57,60,14,1620
7797,-763,-3508,-109,-11,-3,7797,-763,-3508,-109,-11,-3,-678,5352,5935,44,49,10,-678,5352,5935,44,49,10,1622
7760,-759,-3453,-110,-14,-4,7760,-759,-3453,-110,-14,-4,-642,5390,5964,59,28,12,-642,5390,5964,59,28,12,1613
7775,-757,-3460,-109,-13,-2,7775,-757,-3460,-109,-13,-2,-634,5356,5935,44,59,12,-634,5356,5935,44,59,12,1621
7755,-754,-3472,-112,-11,-2,7755,-754,-3472,-112,-11,-2,-673,5395,6024,64,58,-4,-673,5395,6024,64,58,-4,1621
7759,-760,-3464,-108,-14,-3,7759,-760,-3464,-108,-14,-3,-617,5339,5956,39,45,33,-617,5339,5956,39,45,33,1618
7765,-758,-3451,-115,-10,-3,7765,-758,-3451,-115,-10,-3,-647,5361,5942,56,58,6,-647,5361,5942,56,58,6,1623
7754,-770,-3477,-108,-10,-4,7754,-770,-3477,-108,-10,-4,-673,5361,5952,58,54,-1,-673,5361,5952,58,54,-1,1620
7760,-757,-3451,-111,-12,-3,7760,-757,-3451,-111,-12,-3,-648,5320,5944,42,54,13,-648,5320,5944,42,54,13,1622
7761,-747,-3449,-111,-10,-3,7761,-747,-3449,-111,-10,-3,-679,5333,5947,45,43,12,-679,5333,5947,45,43,12,1624
7760,-791,-3485,-110,-14,-2,7760,-791,-3485,-110,-14,-2,-675,5390,5965,54,56,8,-675,5390,5965,54,56,8,1625
7797,-760,-3406,-116,-10,-5,7797,-760,-3406,-116,-10,-5,-631,5356,5917,52,26,19,-631,5356,5917,52,26,19,1613
7766,-768,-3447,-105,-13,-3,7766,-768,-3447,-105,-13,-3,-617,5330,5903,60,57,11,-617,5330,5903,60,57,11,1611
7766,-796,-3466,-108,-14,-3,7766,-796,-3466,-108,-14,-3,-620,5311,5944,51,66,11,-620,5311,5944,51,66,11,1622
7769,-751,-3452,-107,-15,-4,7769,-751,-3452,-107,-15,-4,-648,5349,5998,65,53,8,-648,5349,5998,65,53,8,1620
7790,-760,-3450,-112,-11,-3,7790,-760,-3450,-112,-11,-3,-604,5331,5933,62,61,-2,-604,5331,5933,62,61,-2,1614
7762,-783,-3434,-117,-11,-3,7762,-783,-3434,-117,-11,-3,-616,5323,5970,63,55,7,-616,5323,5970,63,55,7,1615
7778,-765,-3462,-105,-11,-4,7778,-765,-3462,-105,-11,-4,-648,5296,5950,50,52,17,-648,5296,5950,50,52,17,1623
7761,-782,-3451,-111,-13,-2,7761,-782,-3451,-111,-13,-2,-638,5371,5944,72,32,6,-638,5371,5944,72,32,6,1621
7766,-759,-3450,-110,-10,-4,7766,-759,-3450,-110,-10,-4,-622,5422,5952,47,64,12,-622,5422,5952,47,64,12,1615
7757,-759,-3451,-111,-12,-3,7757,-759,-3451,-111,-12,-3,-646,5318,5951,43,54,12,-646,5318,5951,43,54,12,1622
7763,-747,-3460,-111,-14,-6,7763,-747,-3460,-111,-14,-6,-672,5347,5961,48,55,19,-672,5347,5961,48,55,19,1622
7770,-768,-3466,-112,-10,-3,7770,-768,-3466,-112,-10,-3,-648,5341,5968,56,49,11,-648,5341,5968,56,49,11,1624
7756,-765,-3480,-114,-10,-4,7756,-765,-3480,-114,-10,-4,-658,5351,5958,52,56,7,-658,5351,5958,52,56,7,1625
7770,-773,-3472,-114,-9,-3,7770,-773,-3472,-114,-9,-3,-640,5360,5952,49,54,-1,-640,5360,5952,49,54,-1,1622
7777,-745,-3459,-117,-6,-2,7777,-745,-3459,-117,-6,-2,-620,5359,5925,64,63,-3,-620,5359,5925,64,63,-3,1620
7769,-764,-3425,-111,-13,-4,7769,-764,-3425,-111,-13,-4,-657,5334,5966,54,43,19,-657,5334,5966,54,43,19,1621
7760,-764,-3428,-111,-13,-4,7760,-764,-3428,-111,-13,-4,-612,5366,5953,59,36,13,-612,5366,5953,59,36,13,1613
7783,-757,-3453,-112,-13,-2,7783,-757,-3453,-112,-13,-2,-606,5378,5935,41,44,20,-606,5378,5935,41,44,20,1617
7752,-782,-3475,-106,-14,-4,7752,-782,-3475,-106,-14,-4,-664,5370,5942,42,44,19,-664,5370,5942,42,44,19,1620
7766,-763,-3444,-110,-11,-4,7766,-763,-3444,-110,-11,-4,-647,5341,6006,20,60,36,-647,5341,6006,20,60,36,1615
7773,-761,-3465,-111,-13,-2,7773,-761,-3465,-111,-13,-2,-621,5341,5905,35,53,23,-621,5341,5905,35,53,23,1620
7772,-766,-3430,-109,-11,-3,7772,-766,-3430,-109,-11,-3,-618,5346,5970,68,77,-13,-618,5346,5970,68,77,-13,1618
7759,-773,-3431,-113,-10,-2,7759,-773,-3431,-113,-10,-2,-636,5376,5984,60,58,4,-636,5376,5984,60,58,4,1614
7759,-782,-3458,-114,-10,-1,7759,-782,-3458,-114,-10,-1,-671,5337,5980,34,41,14,-671,5337,5980,34,41,14,1621
7777,-766,-3483,-109,-13,-5,7777,-766,-3483,-109,-13,-5,-675,5362,5949,66,51,5,-675,5362,5949,66,51,5,1624
7760,-792,-3445,-108,-14,-4,7760,-792,-3445,-108,-14,-4,-657,5345,5964,65,58,7,-657,5345,5964,65,58,7,1623
7774,-762,-3437,-111,-11,-4,7774,-762,-3437,-111,-11,-4,-608,5311,5935,57,53,3,-608,5311,5935,57,53,3,1614
7751,-747,-3452,-109,-14,-4,7751,-747,-3452,-109,-14,-4,-620,5385,5990,54,39,10,-620,5385,5990,54,39,10,1612
7769,-789,-3451,-105,-14,-6,7769,-789,-3451,-105,-14,-6,-637,5338,5938,40,43,28,-637,5338,5938,40,43,28,1619
7741,-757,-3444,-113,-10,-4,7741,-757,-3444,-113,-10,-4,-601,5321,5915,68,63,5,-601,5321,5915,68,63,5,1616
7781,-751,-3461,-114,-11,-3,7781,-751,-3461,-114,-11,-3,-665,5385,5957,22,64,30,-665,5385,5957,22,64,30,1615
7742,-771,-3416,-111,-15,-3,7742,-771,-3416,-111,-15,-3,-687,5344,5916,45,64,15,-687,5344,5916,45,64,15,1622
7765,-758,-3457,-110,-12,-2,7765,-758,-3457,-110,-12,-2,-632,5396,6010,55,49,-8,-632,5396,6010,55,49,-8,1615
7763,-756,-3465,-106,-15,-4,7763,-756,-3465,-106,-15,-4,-640,5332,5979,62,54,11,-640,5332,5979,62,54,11,1620
7760,-753,-3436,-110,-13,-3,7760,-753,-3436,-110,-13,-3,-607,5372,5946,60,34,14,-607,5372,5946,60,34,14,1613
7764,-789,-3448,-108,-13,-4,7764,-789,-3448,-108,-13,-4,-606,5423,5951,52,66,7,-606,5423,5951,52,66,7,1615
7779,-767,-3488,-107,-16,-4,7779,-767,-3488,-107,-16,-4,-646,5375,5982,42,37,20,-646,5375,5982,42,37,20,1624
7747,-787,-3417,-117,-7,-4,7747,-787,-3417,-117,-7,-4,-669,5394,5978,52,60,13,-669,5394,5978,52,60,13,1625
7779,-746,-3431,-107,-12,-3,7779,-746,-3431,-107,-12,-3,-643,5352,5970,33,45,37,-643,5352,5970,33,45,37,1618
7775,-785,-3477,-108,-14,-4,7775,-785,-3477,-108,-14,-4,-631,5297,5953,59,71,10,-631,5297,5953,59,71,10,1621
